gvkey	datadate	fyear	tic	at
004707	20110430	2010	FHRT	157.9700
004707	20120430	2011	FHRT	158.2050
004707	20130430	2012	FHRT	210.2660
004707	20140430	2013	FHRT	208.1670
004723	20081231	2008	USB	265912.0000
004723	20081231	2008	USB	265912.0000
004723	20091231	2009	USB	281176.0000
004723	20091231	2009	USB	281176.0000
004723	20101231	2010	USB	307786.0000
004723	20101231	2010	USB	307786.0000
004723	20111231	2011	USB	340122.0000
004723	20111231	2011	USB	340122.0000
004723	20121231	2012	USB	353855.0000
004723	20121231	2012	USB	353855.0000
004723	20131231	2013	USB	364021.0000
004723	20131231	2013	USB	364021.0000
004737	20081231	2008	FHN	31021.9800
004737	20081231	2008	FHN	31021.9800
004737	20091231	2009	FHN	26068.6780
004737	20091231	2009	FHN	26068.6780
004737	20101231	2010	FHN	24698.9520
004737	20101231	2010	FHN	24698.9520
004737	20111231	2011	FHN	24789.3840
004737	20111231	2011	FHN	24789.3840
004737	20121231	2012	FHN	25520.1400
004737	20121231	2012	FHN	25520.1400
004737	20131231	2013	FHN	23789.8330
004737	20131231	2013	FHN	23789.8330
004740	20081231	2008	FUR	578.0940
004740	20081231	2008	FUR	578.0940
004740	20091231	2009	FUR	493.1920
004740	20091231	2009	FUR	493.1920
004740	20101231	2010	FUR	610.1280
004740	20101231	2010	FUR	610.1280
004740	20111231	2011	FUR	733.9330
004740	20111231	2011	FUR	733.9330
004740	20121231	2012	FUR	923.1630
004740	20121231	2012	FUR	923.1630
004740	20131231	2013	FUR	1132.3240
004740	20131231	2013	FUR	1132.3240
004759	20080930	2008	BDL	32.5730
004759	20090930	2009	BDL	33.4790
004759	20100930	2010	BDL	37.3140
004759	20110930	2011	BDL	38.1660
004759	20120930	2012	BDL	46.7440
004759	20130930	2013	BDL	49.6240
004763	20081231	2008	MALJF	670.6970
004763	20091231	2009	MALJF	680.6180
004763	20101231	2010	MALJF	654.2630
004763	20111231	2011	MALJF	661.7380
004763	20121231	2012	MALJF	755.8070
004763	20131231	2013	MALJF	791.9100
004771	20080630	2008	FLXS	179.9060
004771	20090630	2009	FLXS	150.9710
004771	20100630	2010	FLXS	157.6700
004771	20110630	2011	FLXS	164.6770
004771	20120630	2012	FLXS	181.6720
004771	20130630	2013	FLXS	192.5390
004798	20081231	2008	FPL1	26175.0000
004798	20091231	2009	FPL1	26812.0000
004798	20101231	2010	FPL1	28698.0000
004798	20111231	2011	FPL1	31816.0000
004798	20121231	2012	FPL1	34853.0000
004798	20131231	2013	FPL1	36488.0000
004799	20081231	2008	DUK9	12471.0000
004799	20091231	2009	DUK9	13100.0000
004799	20101231	2010	DUK9	14056.0000
004799	20111231	2011	DUK9	14484.0000
004799	20121231	2012	DUK9	15180.0000
004799	20131231	2013	DUK9	14757.0000
004801	20081231	2008	FPU	208.9310
004807	20090430	2008	FLOW.1	144.9600
004807	20100430	2009	FLOW.1	131.2090
004807	20110430	2010	FLOW.1	153.0630
004807	20120430	2011	FLOW.1	167.0660
004807	20130430	2012	FLOW.1	162.0930
004809	20081231	2008	FLO	1353.2440
004809	20091231	2009	FLO	1351.4420
004809	20101231	2010	FLO	1325.4890
004809	20111231	2011	FLO	1553.9980
004809	20121231	2012	FLO	1995.8490
004809	20131231	2013	FLO	2504.0140
004818	20081231	2008	FLR	6423.7210
004818	20091231	2009	FLR	7178.4830
004818	20101231	2010	FLR	7614.9230
004818	20111231	2011	FLR	8270.2760
004818	20121231	2012	FLR	8276.0430
004818	20131231	2013	FLR	8323.8500
004826	20080630	2008	FONR	35.2260
004826	20090630	2009	FONR	28.3590
004826	20100630	2010	FONR	21.6290
004826	20110630	2011	FONR	31.5810
004826	20120630	2012	FONR	33.6150
004826	20130630	2013	FONR	73.1510
004839	20081231	2008	F	218328.0000
004839	20091231	2009	F	194850.0000
004839	20101231	2010	F	164687.0000
004839	20111231	2011	F	178348.0000
004839	20121231	2012	F	190554.0000
004839	20131231	2013	F	202026.0000
004840	20081231	2008	F1	150127.0000
004840	20091231	2009	F1	117344.0000
004840	20101231	2010	F1	101696.0000
004840	20111231	2011	F1	100242.0000
004840	20121231	2012	F1	105744.0000
004840	20131231	2013	F1	115608.0000
004842	20090131	2008	FCE.A	11422.9170
004842	20090131	2008	FCE.A	11422.9170
004842	20100131	2009	FCE.A	11916.7110
004842	20100131	2009	FCE.A	11916.7110
004842	20110131	2010	FCE.A	11769.2090
004842	20110131	2010	FCE.A	11769.2090
004842	20120131	2011	FCE.A	10504.2830
004842	20120131	2011	FCE.A	10504.2830
004842	20130131	2012	FCE.A	10612.4320
004842	20130131	2012	FCE.A	10612.4320
004842	20131231	2013	FCE.A	8952.0250
004842	20131231	2013	FCE.A	8952.0250
004843	20090331	2008	FRX	5196.8080
004843	20100331	2009	FRX	6223.5310
004843	20110331	2010	FRX	6922.4540
004843	20120331	2011	FRX	7491.7550
004843	20130331	2012	FRX	7629.5820
004843	20140331	2013	FRX	12017.5310
004844	20081231	2008	FST	5282.7980
004844	20091231	2009	FST	3684.6900
004844	20101231	2010	FST	3785.3880
004844	20111231	2011	FST	3381.1510
004844	20121231	2012	FST	2201.8620
004844	20131231	2013	FST	1117.9520
004853	20101031	2010	PVEN	
004853	20111031	2011	PVEN	0.0010
004853	20121031	2012	PVEN	0.0000
004860	20081231	2008	FSTR	332.1200
004860	20091231	2009	FSTR	333.1680
004860	20101231	2010	FSTR	378.7160
004860	20111231	2011	FSTR	379.8940
004860	20121231	2012	FSTR	406.1220
004860	20131231	2013	FSTR	413.6540
004864	20081231	2008	FWLT	3011.2540
004864	20091231	2009	FWLT	3187.7380
004864	20101231	2010	FWLT	3083.5390
004864	20111231	2011	FWLT	2606.9430
004864	20121231	2012	FWLT	2733.9240
004864	20131231	2013	FWLT	2740.2720
004881	20081231	2008	FELE	694.0570
004881	20091231	2009	FELE	718.2980
004881	20101231	2010	FELE	779.9140
004881	20111231	2011	FELE	829.5300
004881	20121231	2012	FELE	976.3790
004881	20131231	2013	FELE	1051.8730
004885	20080930	2008	BEN	9176.5200
004885	20080930	2008	BEN	9176.5200
004885	20090930	2009	BEN	9468.4630
004885	20090930	2009	BEN	9468.4630
004885	20100930	2010	BEN	10708.0880
004885	20100930	2010	BEN	10708.0880
004885	20110930	2011	BEN	13775.8430
004885	20110930	2011	BEN	13775.8430
004885	20120930	2012	BEN	14751.5000
004885	20120930	2012	BEN	14751.5000
004885	20130930	2013	BEN	15390.3000
004885	20130930	2013	BEN	15390.3000
004891	20081231	2008	FRWL	0.4830
004891	20091231	2009	FRWL	0.3740
004891	20101231	2010	FRWL	0.2410
004891	20111231	2011	FRWL	0.3030
004900	20090430	2008	FEIM	77.9200
004900	20100430	2009	FEIM	81.4200
004900	20110430	2010	FEIM	89.8310
004900	20120430	2011	FEIM	106.2270
004900	20130430	2012	FEIM	108.9090
004900	20140430	2013	FEIM	119.4610
004903	20090331	2008	FRD	60.4600
004903	20100331	2009	FRD	65.0320
004903	20110331	2010	FRD	69.5840
004903	20120331	2011	FRD	78.5700
004903	20130331	2012	FRD	76.5750
004903	20140331	2013	FRD	72.2840
004911	20090531	2008	FRS	176.9760
004911	20100531	2009	FRS	189.2530
004911	20110531	2010	FRS	195.2740
004911	20120531	2011	FRS	179.9690
004911	20130531	2012	FRS	128.7120
004911	20140531	2013	FRS	129.2620
004918	20081231	2008	FFEX	162.1860
004918	20091231	2009	FFEX	145.8000
004918	20101231	2010	FFEX	134.9050
004918	20111231	2011	FFEX	126.4040
004918	20121231	2012	FFEX	123.6390
004925	20090331	2008	FUJIY	29557.5200
004925	20100331	2009	FUJIY	30272.2480
004925	20110331	2010	FUJIY	32731.2830
004925	20120331	2011	FUJIY	33244.3270
004925	20130331	2012	FUJIY	32493.5850
004925	20140331	2013	FUJIY	31335.8810
004926	20081130	2008	FUL	1081.3280
004926	20091130	2009	FUL	1100.4450
004926	20101130	2010	FUL	1153.4570
004926	20111130	2011	FUL	1227.7090
004926	20121130	2012	FUL	1786.3200
004926	20131130	2013	FUL	1873.0280
004936	20080630	2008	GK	1053.1740
004936	20090630	2009	GK	851.1680
004936	20100630	2010	GK	813.8680
004936	20110630	2011	GK	865.9200
004936	20120630	2012	GK	873.7310
004936	20130630	2013	GK	897.2860
004941	20081231	2008	GATX	5191.5000
004941	20091231	2009	GATX	5206.4000
004941	20101231	2010	GATX	5442.4000
004941	20111231	2011	GATX	5857.5000
004941	20121231	2012	GATX	6055.4000
004941	20131231	2013	GATX	6549.6000
004973	20081231	2008	AJG	3271.3000
004973	20091231	2009	AJG	3250.3000
004973	20101231	2010	AJG	3596.0000
004973	20111231	2011	AJG	4483.5000
004973	20121231	2012	AJG	5352.3000
004973	20131231	2013	AJG	6860.5000
004988	20081231	2008	TGNA	7796.8140
004988	20091231	2009	TGNA	7148.4320
004988	20101231	2010	TGNA	6816.8440
004988	20111231	2011	TGNA	6616.4500
004988	20121231	2012	TGNA	6379.8860
004988	20131231	2013	TGNA	9240.7060
004990	20090131	2008	GPS	7564.0000
004990	20100131	2009	GPS	7985.0000
004990	20110131	2010	GPS	7065.0000
004990	20120131	2011	GPS	7422.0000
004990	20130131	2012	GPS	7470.0000
004990	20140131	2013	GPS	7849.0000
005018	20081130	2008	AJRD	1005.7000
005018	20091130	2009	AJRD	935.7000
005018	20101130	2010	AJRD	991.5000
005018	20111130	2011	AJRD	939.5000
005018	20121130	2012	AJRD	919.3000
005018	20131130	2013	AJRD	1755.3000
005019	20090131	2008	GNDIF	37.0990
005019	20100131	2009	GNDIF	41.3510
005019	20110131	2010	GNDIF	48.2700
005019	20120131	2011	GNDIF	85.0310
005019	20130131	2012	GNDIF	74.9960
005019	20140131	2013	GNDIF	76.4150
005020	20081231	2008	DNA	21787.0000
005024	20081231	2008	GAM	
005024	20091231	2009	GAM	
005024	20101231	2010	GAM	
005024	20111231	2011	GAM	
005024	20121231	2012	GAM	
005024	20131231	2013	GAM	
005043	20080930	2008	GNRD	8.4220
005043	20090930	2009	GNRD	6.4100
005045	20081231	2008	MCLN	3.3410
005045	20091231	2009	MCLN	1.7800
005045	20101231	2010	MCLN	1.3840
005045	20111231	2011	MCLN	0.6560
005046	20081231	2008	GD	28373.0000
005046	20091231	2009	GD	31077.0000
005046	20101231	2010	GD	32545.0000
005046	20111231	2011	GD	34883.0000
005046	20121231	2012	GD	34309.0000
005046	20131231	2013	GD	35448.0000
005047	20081231	2008	GE	797769.0000
005047	20091231	2009	GE	781818.0000
005047	20101231	2010	GE	751216.0000
005047	20111231	2011	GE	717242.0000
005047	20121231	2012	GE	685328.0000
005047	20131231	2013	GE	656560.0000
005048	20081231	2008	GE1	637410.0000
005048	20081231	2008	GE1	637410.0000
005048	20091231	2009	GE1	623097.0000
005048	20091231	2009	GE1	623097.0000
005048	20101231	2010	GE1	581136.0000
005048	20101231	2010	GE1	581136.0000
005048	20111231	2011	GE1	553662.0000
005048	20111231	2011	GE1	553662.0000
005048	20121231	2012	GE1	539223.0000
005048	20121231	2012	GE1	539223.0000
005048	20131231	2013	GE1	516829.0000
005048	20131231	2013	GE1	516829.0000
005050	20080930	2008	JOB	7.0020
005050	20090930	2009	JOB	4.6670
005050	20100930	2010	JOB	3.3940
005050	20110930	2011	JOB	11.4960
005050	20120930	2012	JOB	11.1990
005050	20130930	2013	JOB	11.2320
005071	20090531	2008	GIS	17874.8000
005071	20100531	2009	GIS	17678.9000
005071	20110531	2010	GIS	18674.5000
005071	20120531	2011	GIS	21096.8000
005071	20130531	2012	GIS	22658.0000
005071	20140531	2013	GIS	23145.7000
005072	20081231	2008	ALLY	189476.0000
005072	20091231	2009	ALLY	172306.0000
005072	20101231	2010	ALLY	172008.0000
005072	20111231	2011	ALLY	184059.0000
005072	20121231	2012	ALLY	182347.0000
005072	20121231	2012	ALLY	182347.0000
005072	20131231	2013	ALLY	151167.0000
005072	20131231	2013	ALLY	151167.0000
005073	20081231	2008	GM	91047.0000
005073	20091231	2009	GM	136295.0000
005073	20101231	2010	GM	138898.0000
005073	20111231	2011	GM	144603.0000
005073	20121231	2012	GM	149422.0000
005073	20131231	2013	GM	166344.0000
005087	20081231	2008	SPXC	6121.6000
005087	20091231	2009	SPXC	5724.4000
005087	20101231	2010	SPXC	5993.3000
005087	20111231	2011	SPXC	7391.8000
005087	20121231	2012	SPXC	7130.1000
005087	20131231	2013	SPXC	6856.2000
005109	20090131	2008	GCO	818.0270
005109	20100131	2009	GCO	863.6520
005109	20110131	2010	GCO	961.0820
005109	20120131	2011	GCO	1237.2650
005109	20130131	2012	GCO	1333.7890
005109	20140131	2013	GCO	1439.2840
005116	20081231	2008	GNTX	763.1030
005116	20091231	2009	GNTX	822.6030
005116	20101231	2010	GNTX	1002.6910
005116	20111231	2011	GNTX	1176.0270
005116	20121231	2012	GNTX	1265.6910
005116	20131231	2013	GNTX	1764.0880
005125	20081231	2008	GPC	4786.3500
005125	20091231	2009	GPC	5004.6890
005125	20101231	2010	GPC	5465.0440
005125	20111231	2011	GPC	5879.5910
005125	20121231	2012	GPC	6807.0610
005125	20131231	2013	GPC	7680.2970
005135	20081231	2008	SO2	22315.6680
005135	20091231	2009	SO2	24294.5660
005135	20101231	2010	SO2	25914.0000
005135	20111231	2011	SO2	27151.0000
005135	20121231	2012	SO2	28803.0000
005135	20131231	2013	SO2	28907.0000
005142	20090430	2008	GRB	359.2170
005142	20100430	2009	GRB	351.8770
005142	20110430	2010	GRB	332.7640
005149	20081231	2008	GTY	387.8130
005149	20081231	2008	GTY	387.8130
005149	20091231	2009	GTY	432.8720
005149	20091231	2009	GTY	432.8720
005149	20101231	2010	GTY	427.1440
005149	20101231	2010	GTY	427.1440
005149	20111231	2011	GTY	635.0890
005149	20111231	2011	GTY	635.0890
005149	20121231	2012	GTY	640.5810
005149	20121231	2012	GTY	640.5810
005149	20131231	2013	GTY	682.4020
005149	20131231	2013	GTY	682.4020
005165	20090331	2008	GIGA	10.7890
005165	20100331	2009	GIGA	13.9190
005165	20110331	2010	GIGA	26.6480
005165	20120331	2011	GIGA	9.2900
005165	20130331	2012	GIGA	9.3600
005165	20140331	2013	GIGA	7.5930
005179	20081231	2008	GLT	1057.3090
005179	20091231	2009	GLT	1190.2940
005179	20101231	2010	GLT	1341.7470
005179	20111231	2011	GLT	1136.9250
005179	20121231	2012	GLT	1242.9850
005179	20131231	2013	GLT	1678.4100
005180	20081231	2008	GSK	57588.6270
005180	20091231	2009	GSK	69294.9950
005180	20101231	2010	GSK	65000.4160
005180	20111231	2011	GSK	63825.9960
005180	20121231	2012	GSK	67446.6450
005180	20131231	2013	GSK	69753.3360
005202	20081231	2008	WSRA	20.5280
005202	20091231	2009	WSRA	20.8720
005202	20101231	2010	WSRA	21.3320
005202	20111231	2011	WSRA	13.0520
005205	20081231	2008	GDRZF	287.6150
005205	20091231	2009	GDRZF	119.9150
005205	20101231	2010	GDRZF	98.4300
005205	20111231	2011	GDRZF	78.3400
005205	20121231	2012	GDRZF	28.4370
005205	20131231	2013	GDRZF	22.7570
005210	20090531	2008	GLDC	36.4050
005210	20100531	2009	GLDC	42.7430
005210	20110531	2010	GLDC	48.1210
005210	20120531	2011	GLDC	48.7540
005210	20130531	2012	GLDC	47.7560
005210	20140531	2013	GLDC	47.4800
005215	20081231	2008	WTMK	0.0050
005215	20091231	2009	WTMK	0.0050
005215	20101231	2010	WTMK	0.0450
005215	20111231	2011	WTMK	0.0050
005218	20081231	2008	GV	25.4990
005218	20091231	2009	GV	21.6620
005218	20101231	2010	GV	20.9590
005218	20111231	2011	GV	26.6110
005218	20121231	2012	GV	57.1190
005218	20131231	2013	GV	77.5790
005229	20081231	2008	GR	7482.9000
005229	20091231	2009	GR	8741.4000
005229	20101231	2010	GR	9271.6000
005229	20111231	2011	GR	10713.7000
005234	20081231	2008	GT	15226.0000
005234	20091231	2009	GT	14410.0000
005234	20101231	2010	GT	15630.0000
005234	20111231	2011	GT	17629.0000
005234	20121231	2012	GT	16973.0000
005234	20131231	2013	GT	17527.0000
005237	20081231	2008	GRC	231.5380
005237	20091231	2009	GRC	249.4240
005237	20101231	2010	GRC	286.7070
005237	20111231	2011	GRC	298.7000
005237	20121231	2012	GRC	335.1830
005237	20131231	2013	GRC	355.6380
005241	20081231	2008	KYTH	
005241	20091231	2009	KYTH	
005241	20101231	2010	KYTH	45.5090
005241	20111231	2011	KYTH	45.0790
005241	20121231	2012	KYTH	96.2220
005241	20131231	2013	KYTH	173.4070
005242	20101231	2010	6283B	
005242	20111231	2011	6283B	33.4290
005242	20121231	2012	6283B	35.2090
005242	20131231	2013	6283B	109.8830
005250	20081231	2008	GRA	3875.5000
005250	20091231	2009	GRA	3968.2000
005250	20101231	2010	GRA	4271.7000
005250	20111231	2011	GRA	4496.7000
005250	20121231	2012	GRA	5090.2000
005250	20131231	2013	GRA	5396.1000
005252	20081231	2008	GGG	579.8500
005252	20091231	2009	GGG	476.4340
005252	20101231	2010	GGG	530.4740
005252	20111231	2011	GGG	874.3090
005252	20121231	2012	GGG	1321.7340
005252	20131231	2013	GGG	1327.2280
005254	20090331	2008	GHM	86.9240
005254	20100331	2009	GHM	108.9790
005254	20110331	2010	GHM	118.0500
005254	20120331	2011	GHM	114.9770
005254	20130331	2012	GHM	126.7330
005254	20140331	2013	GHM	141.6340
005256	20081231	2008	GWW	3515.4170
005256	20091231	2009	GWW	3726.3320
005256	20101231	2010	GWW	3904.3770
005256	20111231	2011	GWW	4716.0620
005256	20121231	2012	GWW	5014.5980
005256	20131231	2013	GWW	5266.3280
005284	20081231	2008	GTN	1278.2650
005284	20091231	2009	GTN	1245.7390
005284	20101231	2010	GTN	1242.2930
005284	20111231	2011	GTN	1233.9800
005284	20121231	2012	GTN	1249.7880
005284	20131231	2013	GTN	1334.4240
005288	20081231	2008	1737B	1556.1990
005288	20091231	2009	1737B	1431.9530
005288	20101231	2010	1737B	1519.4380
005288	20111231	2011	1737B	1704.7390
005288	20121231	2012	1737B	1685.9370
005288	20131231	2013	1737B	1794.2430
005296	20111231	2011	6284B	37.4730
005296	20121231	2012	6284B	311.2920
005296	20131231	2013	6284B	2445.6770
005298	20121231	2012	HEN.UN	26.2120
005298	20131231	2013	HEN.UN	23.0920
005299	20121231	2012	JFTSF	142.4940
005299	20131231	2013	JFTSF	216.6970
005301	20090228	2008	GAPTQ	3545.7110
005301	20100228	2009	GAPTQ	2827.2170
005301	20110228	2010	GAPTQ	2644.8490
005313	20081231	2008	GNI	19.9430
005313	20091231	2009	GNI	16.6980
005313	20101231	2010	GNI	17.3830
005313	20111231	2011	GNI	20.9150
005313	20121231	2012	GNI	19.1190
005313	20131231	2013	GNI	15.0610
005327	20081231	2008	PXFG	33.1490
005327	20091231	2009	PXFG	14.7020
005327	20101231	2010	PXFG	10.7400
005327	20111231	2011	PXFG	10.9980
005327	20121231	2012	PXFG	10.5950
005327	20131231	2013	PXFG	11.9780
005336	20081231	2008	ALSE	0.8450
005336	20091231	2009	ALSE	0.7910
005336	20101231	2010	ALSE	0.4610
005336	20111231	2011	ALSE	0.1710
005336	20121231	2012	ALSE	0.9660
005336	20131231	2013	ALSE	0.3850
005338	20081031	2008	GEF	2745.8980
005338	20091031	2009	GEF	2812.5100
005338	20101031	2010	GEF	3498.4450
005338	20111031	2011	GEF	4207.2820
005338	20121031	2012	GEF	3856.9000
005338	20131031	2013	GEF	3882.2000
005342	20081231	2008	MGI	6642.2960
005342	20081231	2008	MGI	6642.2960
005342	20091231	2009	MGI	5929.6630
005342	20091231	2009	MGI	5929.6630
005342	20101231	2010	MGI	5115.7360
005342	20101231	2010	MGI	5115.7360
005342	20111231	2011	MGI	5175.5780
005342	20111231	2011	MGI	5175.5780
005342	20121231	2012	MGI	5150.6000
005342	20121231	2012	MGI	5150.6000
005342	20131231	2013	MGI	4786.9000
005342	20131231	2013	MGI	4786.9000
005357	20081231	2008	GRBEQ	520.2770
005357	20081231	2008	GRBEQ	520.2770
005357	20091231	2009	GRBEQ	357.3240
005357	20091231	2009	GRBEQ	357.3240
005357	20101231	2010	GRBEQ	286.9460
005357	20101231	2010	GRBEQ	286.9460
005379	20081231	2008	GLF	1556.9670
005379	20091231	2009	GLF	1565.6590
005379	20101231	2010	GLF	1464.4500
005379	20111231	2011	GLF	1499.7990
005379	20121231	2012	GLF	1745.6740
005379	20131231	2013	GLF	1773.2920
005385	20081231	2008	SO3	2879.0250
005385	20091231	2009	SO3	3293.6070
005385	20101231	2010	SO3	3584.9390
005385	20111231	2011	SO3	3871.8810
005385	20121231	2012	SO3	4177.4020
005385	20131231	2013	SO3	4337.5710
005387	20081231	2008	ETR7	6056.9610
005387	20091231	2009	ETR7	5636.1820
005387	20101231	2010	ETR7	5763.3960
005387	20111231	2011	ETR7	5839.0530
005387	20121231	2012	ETR7	5803.1190
005387	20131231	2013	ETR7	5942.5880
005395	20081231	2008	GYRO	30.1900
005395	20091231	2009	GYRO	36.1050
005395	20101231	2010	GYRO	39.7680
005395	20101231	2010	GYRO	39.7680
005395	20111231	2011	GYRO	47.8070
005395	20111231	2011	GYRO	47.8070
005395	20121231	2012	GYRO	134.5190
005395	20121231	2012	GYRO	134.5190
005395	20131231	2013	GYRO	50.9820
005395	20131231	2013	GYRO	50.9820
005404	20081231	2008	HEIIQ	17.2900
005404	20091231	2009	HEIIQ	13.6210
005404	20101231	2010	HEIIQ	16.2450
005404	20111231	2011	HEIIQ	16.8680
005404	20121231	2012	HEIIQ	18.0450
005404	20131231	2013	HEIIQ	15.2550
005408	20081231	2008	HMG	40.8230
005408	20091231	2009	HMG	39.3770
005408	20101231	2010	HMG	35.9280
005408	20111231	2011	HMG	31.5960
005408	20121231	2012	HMG	30.4720
005408	20131231	2013	HMG	30.3790
005432	20090331	2008	HALX	14.4310
005439	20081231	2008	HAL	14385.0000
005439	20091231	2009	HAL	16538.0000
005439	20101231	2010	HAL	18297.0000
005439	20111231	2011	HAL	23677.0000
005439	20121231	2012	HAL	27410.0000
005439	20131231	2013	HAL	29223.0000
005442	20081231	2008	HWG	69.3950
005442	20091231	2009	HWG	88.4400
005442	20101231	2010	HWG	85.2770
005442	20111231	2011	HWG	88.9050
005442	20121231	2012	HWG	70.9700
005442	20131231	2013	HWG	62.1280
005457	20081231	2008	JHS	
005457	20091231	2009	JHS	
005457	20101231	2010	JHS	
005457	20111231	2011	JHS	
005457	20121231	2012	JHS	
005457	20131231	2013	JHS	
005458	20090430	2008	HDLM	42.4860
005458	20100430	2009	HDLM	38.4580
005458	20110430	2010	HDLM	26.1580
005458	20120430	2011	HDLM	11.6060
005475	20081231	2008	HKNI	68.7730
005475	20091231	2009	HKNI	68.2150
005475	20101231	2010	HKNI	79.1190
005475	20111231	2011	HKNI	78.1980
005475	20121231	2012	HKNI	73.9770
005475	20131231	2013	HKNI	66.9600
005479	20081231	2008	AXRX	0.7090
005479	20091231	2009	AXRX	0.7980
005479	20101231	2010	AXRX	1.3420
005479	20111231	2011	AXRX	1.5990
005479	20121231	2012	AXRX	2.4070
005488	20080930	2008	NRMH	1.5110
005488	20090930	2009	NRMH	2.0620
005492	20080630	2008	HRS	4558.6000
005492	20090630	2009	HRS	4465.1000
005492	20100630	2010	HRS	4734.7000
005492	20110630	2011	HRS	6172.8000
005492	20120630	2012	HRS	5592.8000
005492	20130630	2013	HRS	4858.4000
005496	20081231	2008	HSC	3562.9700
005496	20091231	2009	HSC	3639.2400
005496	20101231	2010	HSC	3469.2200
005496	20111231	2011	HSC	3338.8770
005496	20121231	2012	HSC	2975.9690
005496	20131231	2013	HSC	2441.7480
005518	20081231	2008	HAS	3168.7970
005518	20091231	2009	HAS	3896.8920
005518	20101231	2010	HAS	4093.2260
005518	20111231	2011	HAS	4130.7740
005518	20121231	2012	HAS	4325.3870
005518	20131231	2013	HAS	4402.2670
005520	20081231	2008	AMOT	52.7800
005520	20091231	2009	AMOT	34.7530
005520	20101231	2010	AMOT	51.0060
005520	20111231	2011	AMOT	58.6870
005520	20121231	2012	AMOT	60.9670
005520	20131231	2013	AMOT	170.9770
005523	20081231	2008	HVT	363.3930
005523	20091231	2009	HVT	360.9330
005523	20101231	2010	HVT	370.2390
005523	20111231	2011	HVT	385.1000
005523	20121231	2012	HVT	402.0960
005523	20131231	2013	HVT	417.8550
005525	20081231	2008	HE1	3544.3930
005525	20091231	2009	HE1	3656.8480
005525	20101231	2010	HE1	3950.3160
005525	20111231	2011	HE1	4315.7390
005525	20121231	2012	HE1	4703.2730
005525	20131231	2013	HE1	4654.2350
005526	20081231	2008	HE	8983.3660
005526	20091231	2009	HE	8603.4580
005526	20101231	2010	HE	8749.9800
005526	20111231	2011	HE	9236.5280
005526	20121231	2012	HE	9743.6120
005526	20131231	2013	HE	9907.1500
005530	20090331	2008	HWKN	136.2900
005530	20100331	2009	HWKN	160.2930
005530	20110331	2010	HWKN	185.0050
005530	20120331	2011	HWKN	204.0810
005530	20130331	2012	HWKN	222.1480
005530	20140331	2013	HWKN	237.1930
005539	20081231	2008	HCSG	248.5610
005539	20091231	2009	HCSG	265.8920
005539	20101231	2010	HCSG	277.9340
005539	20111231	2011	HCSG	289.6950
005539	20121231	2012	HCSG	331.1830
005539	20131231	2013	HCSG	425.3420
005543	20081231	2008	HCN	6193.1180
005543	20081231	2008	HCN	6193.1180
005543	20091231	2009	HCN	6367.1860
005543	20091231	2009	HCN	6367.1860
005543	20101231	2010	HCN	9451.7340
005543	20101231	2010	HCN	9451.7340
005543	20111231	2011	HCN	14924.6060
005543	20111231	2011	HCN	14924.6060
005543	20121231	2012	HCN	19549.1090
005543	20121231	2012	HCN	19549.1090
005543	20131231	2013	HCN	23083.9570
005543	20131231	2013	HCN	23083.9570
005559	20081231	2008	STRL	289.6150
005559	20091231	2009	STRL	385.7410
005559	20101231	2010	STRL	367.1310
005559	20111231	2011	STRL	303.8310
005559	20121231	2012	STRL	331.5100
005559	20131231	2013	STRL	273.0180
005560	20081231	2008	HL	988.7910
005560	20091231	2009	HL	1046.7840
005560	20101231	2010	HL	1382.4930
005560	20111231	2011	HL	1396.0900
005560	20121231	2012	HL	1378.2900
005560	20131231	2013	HL	2232.1190
005567	20081031	2008	HEI	676.5420
005567	20091031	2009	HEI	732.9100
005567	20101031	2010	HEI	781.6430
005567	20111031	2011	HEI	941.0690
005567	20121031	2012	HEI	1192.8460
005567	20131031	2013	HEI	1533.0150
005568	20090430	2008	KHC	9664.1840
005568	20100430	2009	KHC	10075.7110
005568	20110430	2010	KHC	12230.6450
005568	20120430	2011	KHC	11983.2930
005568	20130430	2012	KHC	12939.0070
005568	20131231	2013	KHC	38972.3480
005572	20090228	2008	HELE	821.3070
005572	20100228	2009	HELE	834.7330
005572	20110228	2010	HELE	1240.5240
005572	20120229	2011	HELE	1435.7230
005572	20130228	2012	HELE	1474.0040
005572	20140228	2013	HELE	1533.3020
005581	20080930	2008	HP	3588.0450
005581	20090930	2009	HP	4161.0240
005581	20100930	2010	HP	4265.3700
005581	20110930	2011	HP	5003.8910
005581	20120930	2012	HP	5721.0850
005581	20130930	2013	HP	6264.8270
005583	20090228	2008	HMENF	1.1570
005583	20100228	2009	HMENF	2.0740
005583	20110228	2010	HMENF	3.2440
005583	20120229	2011	HMENF	18.9140
005583	20121231	2012	HMENF	25.3750
005583	20131231	2013	HMENF	29.0750
005594	20080731	2008	HRLY	259.4180
005594	20090731	2009	HRLY	228.2850
005594	20100731	2010	HRLY	226.6140
005597	20081231	2008	HSY	3634.7190
005597	20091231	2009	HSY	3675.0310
005597	20101231	2010	HSY	4272.7320
005597	20111231	2011	HSY	4412.1990
005597	20121231	2012	HSY	4754.8390
005597	20131231	2013	HSY	5357.4880
005600	20081231	2008	HTZ	16451.3670
005600	20091231	2009	HTZ	16002.4190
005600	20101231	2010	HTZ	17332.2210
